649.849,586.538,649.849,586.538,616.59,535,616.5,535,596.057,475.333,596.017,475.313,589.65,413.912,589.65,413.912,598.215,354,598.215,354,621.05,296.147,621.05,296.147,658.18,247.5,658.18,247.5,704.215,209,704.215,209,760.215,184,760.215,184,819.65,174.603,819.65,174.603,
650.89,586.393,650.89,586.393,617.288,534.342,617.288,534.342,596.295,475.575,596.266,475.554,589.368,415.483,589.368,415.483,598.351,356,598.351,356,620.833,296.211,620.833,296.211,658.057,247.5,657.993,247.522,703.704,209,703.704,209,759.83,184,759.83,184,819.374,176.168,819.374,176.168,
650.351,590,650.351,590,617.044,533.649,617.044,533.649,596.344,475.627,596.344,475.627,589.288,414.973,589.288,414.973,597.982,355.609,597.982,355.609,621.322,295.667,621.322,295.667,658.198,247.417,658.133,247.439,703.487,209,703.487,209,760.706,184.125,760.706,184.125,819.201,176.352,819.201,176.352,
651.288,588.973,651.288,588.973,617.322,533.667,617.322,533.667,596.706,475.933,596.706,475.933,590.369,414.579,590.285,414.522,597.982,355.609,597.982,355.609,621.422,296.5,621.422,296.5,657.969,247.858,657.935,247.882,703.322,208.667,703.322,208.667,759.989,183.523,759.989,183.523,819.066,175.707,819.066,175.707,
651.113,588.026,651.113,588.026,617.662,533.218,617.634,533.193,597.371,475.806,597.371,475.806,590.115,415.147,590.115,415.147,597.965,355.257,597.965,355.257,620.59,296.803,620.59,296.803,658.285,247.64,658.285,247.64,703.965,209.257,703.965,209.257,760.43,184.072,760.43,184.072,818.964,176.212,818.964,176.212,
652.581,587.909,652.485,587.848,618.341,534.075,618.307,534.055,597.364,476.237,597.297,476.241,589.987,414.607,589.987,414.607,598.314,355.5,598.314,355.5,621.034,296.818,621.034,296.818,657.68,245.748,657.531,245.789,704.08,209.155,704.08,209.155,760.198,183.583,760.198,183.583,819.155,175.357,819.155,175.357,
651.885,587.163,651.885,587.163,617.487,534,617.487,534,596.993,475.973,597.088,476.023,590.055,414.221,590.055,414.221,596.215,355,596.215,355,620.901,296.817,620.901,296.817,657.834,247.429,657.834,247.429,704.485,209.152,704.485,209.152,760.401,184.616,760.401,184.616,819.175,174.855,819.175,174.855,
653.086,587.561,653.061,587.54,618.285,534.522,618.285,534.522,597.977,475.772,597.977,475.772,590.829,415.31,590.829,415.31,597.965,355.167,597.965,355.167,621.281,296.339,621.3,296.401,658.023,247.398,657.962,247.466,704.005,209.347,704.005,209.347,760.228,183.5,760.228,183.5,819.044,175.649,819.044,175.649,
654.133,587.288,654.033,587.24,618.548,533.874,618.548,533.874,597.974,476.162,597.974,476.162,590.415,414.459,590.415,414.459,598.043,355.982,598.043,355.982,621.49,296.362,621.515,296.425,658.738,247.138,658.65,247.198,704.265,209,704.265,209,760.255,183.985,760.227,183.968,819.044,175.649,819.044,175.649,
653.801,586.38,653.704,586.378,619.374,534.364,619.323,534.37,598.055,476.221,598.055,476.221,590.269,414.403,590.292,414.421,598.43,355.072,598.43,355.072,621.38,297.145,621.232,297.166,658.049,247.721,657.903,247.712,705.237,210.533,705.237,210.533,760.344,183.627,760.344,183.627,819.288,177.342,819.288,177.342,
653.915,587.043,653.834,586.983,619.155,534.357,619.155,534.357,598.055,476.221,598.055,476.221,590.397,415.127,590.397,415.127,598.43,355.746,598.43,355.746,621.474,296.68,621.554,296.73,658.031,246.993,657.945,247.039,704.207,209.644,704.114,209.584,760.228,183.5,760.145,183.557,820.351,175,820.351,175,
654.323,585.915,654.323,585.915,619.167,534.306,619.13,534.323,598.26,476.075,598.234,476.054,590.315,415.227,590.315,415.227,598.369,355.421,598.369,355.421,621.618,296.95,621.561,296.973,658.028,247.497,658.028,247.497,704.908,209.711,704.908,209.711,760.113,183.872,760.083,183.889,819.867,176.1,819.867,176.1,
654.241,586.365,654.218,586.386,620.153,534.534,620.153,534.534,598.396,476.57,598.422,476.551,590.504,415.727,590.59,415.669,598.369,355.579,598.369,355.579,621.218,296.939,621.218,296.939,657.924,247.882,657.853,247.934,704.468,208.628,704.468,208.628,760.087,183.57,760.087,183.57,819.044,176.649,819.044,176.649,
654.953,586.343,655.003,586.301,620.08,535.155,620.08,535.155,598.712,476.258,598.712,476.258,590.535,415.018,590.5,415,598.814,355.657,598.814,355.657,622.092,296.396,622.092,296.396,658.244,246.152,658.135,246.19,704.854,209.433,704.854,209.433,760.028,183.497,760.028,183.497,819.964,175.276,819.767,175.315,
654.876,586.674,654.876,586.674,619.949,533.936,619.949,533.936,599.086,476.286,599.086,476.286,590.98,415.203,591.011,415.222,597.237,357.467,597.237,357.467,621.3,297.281,621.215,297.324,658.049,247.721,658.049,247.721,703.559,209.403,703.559,209.403,760.028,183.497,760.028,183.497,819.155,175.357,819.155,175.357,
655.268,587.057,655.319,587.036,619.98,534.449,619.952,534.43,599.229,476.637,599.108,476.554,591.341,415.106,591.341,415.106,599.051,355.709,599.051,355.709,621.391,296.939,621.391,296.939,658.055,247.221,658.055,247.221,704.305,209.362,704.276,209.382,760.118,184.501,760.118,184.501,819.155,175.357,819.155,175.357,
657.556,587.661,657.556,587.661,620.243,534.422,620.267,534.402,599.161,476.491,599.042,476.406,591.659,415.476,591.576,415.426,598.561,357.064,598.561,357.064,621.428,296.854,621.428,296.854,658.062,248.16,658.062,248.16,704.201,209,704.201,209,760.137,183.727,760.108,183.708,819.111,174.198,819.111,174.198,
656.307,587.818,656.307,587.818,620.762,534.066,620.741,534.087,599.306,476.409,599.3,476.498,591.82,415.951,591.82,415.951,598.713,356.296,598.713,356.296,621.503,296.969,621.503,296.969,658.188,247.567,658.138,247.562,704.201,209,704.201,209,760.159,183.634,760.087,183.684,819.237,176.075,819.21,176.099,
656.169,586.151,656.145,586.172,620.828,534.386,620.828,534.386,599.574,476.937,599.574,476.937,591.757,415.611,591.757,415.611,598.87,356.888,598.87,356.888,621.465,297.185,621.465,297.185,658.374,248.249,658.374,248.249,704.71,209.224,704.71,209.224,760.201,184,760.201,184,819.702,175.634,819.621,175.684,
657.433,586.896,657.433,586.896,622.169,535.017,622.045,534.988,600,477.338,600,477.338,591.811,415.274,591.811,415.274,599.093,356,599.093,356,621.773,296.811,621.746,296.79,658.121,248.229,658.095,248.21,704.201,209,704.201,209,760.1,183.375,760.073,183.393,819.601,175.845,819.601,175.845,
657.88,586.4,657.816,586.343,622.054,534.555,622.054,534.555,600.426,476.88,600.426,476.88,591.988,415.78,591.988,415.78,599.155,356.357,599.155,356.357,621.783,296.818,621.836,296.943,658.089,247.878,658.066,247.896,704.225,209.304,704.195,209.324,760.04,183.616,760.04,183.616,818.787,175.016,818.787,175.016,
658.439,586.837,658.439,586.837,622.117,534.599,622.092,534.617,600.471,477.457,600.44,477.47,592.062,415.84,592.062,415.84,599.025,355.931,598.998,355.91,621.602,296.767,621.583,296.834,658.374,248.249,658.374,248.249,704.201,209,704.127,209.059,760.226,183.51,760.201,183.528,819.759,175.766,819.682,175.818,
658.64,586.34,658.62,586.319,622.969,534.213,622.827,534.178,600.77,477.379,600.678,477.406,592.367,415.723,592.339,415.736,599.583,356.731,599.507,356.779,621.883,297.505,621.871,297.579,658.258,247.589,658.258,247.589,704.374,209.249,704.374,209.249,760.269,183.864,760.243,183.884,819.19,175.154,819.161,175.132,
659.388,587.171,659.302,587.167,623.149,534.871,623.091,534.848,601.103,477.01,601.091,477.01,592.382,415.994,592.356,415.971,600.19,357.35,600.19,357.35,622.169,297.348,622.169,297.348,658.203,248.007,658.18,248.026,704.055,209.221,704.055,209.221,760.049,183.721,760.049,183.721,819.661,176.023,819.58,175.967,
659.843,587.326,659.739,587.299,623.574,535.84,623.484,535.794,601.482,477.222,601.518,477.134,592.969,416.129,592.969,416.129,599.706,356.246,599.706,356.246,622.1,297.375,622.073,297.393,658.133,247.638,658.156,247.658,704.583,209.406,704.583,209.406,760.1,183.375,760.073,183.393,819.715,175.316,819.665,175.34,
660.323,587.267,660.252,587.213,623.447,535.322,623.421,535.253,601.407,477.697,601.333,477.643,592.969,416.129,592.969,416.129,599.992,356.821,599.964,356.841,621.946,297.543,621.921,297.56,658.259,247.907,658.259,247.907,704.26,209.075,704.234,209.054,760.39,183.777,760.364,183.798,820.163,175.379,820.136,175.359,
660.674,586.268,660.652,586.244,624.171,536.083,624.174,536.077,601.619,477.587,601.733,477.494,593.266,416.222,593.341,416.172,601.315,356.186,601.315,356.186,621.917,297.719,621.948,297.754,658.106,248.099,658.083,248.118,704.228,209.5,704.228,209.5,760.136,183.575,760.156,183.553,819.554,175.667,819.497,175.634,
660.638,586.951,660.616,586.931,624.074,535.219,624.074,535.219,601.653,478.193,601.739,478.158,593.352,416.877,593.346,416.786,599.891,356.939,599.947,356.918,621.697,297.896,621.724,297.932,658.322,247.643,658.298,247.661,704.492,209.202,704.465,209.18,759.993,183.76,759.968,183.778,819.049,175.772,819.023,175.75,
661.23,587.101,661.091,587.146,623.782,535.359,623.803,535.339,601.883,477.505,601.938,477.521,593.164,416.18,593.305,416.185,599.853,356.827,599.853,356.827,622.345,297.854,622.345,297.854,658.246,248.31,658.221,248.328,704.031,209.669,704.031,209.669,760.107,183.796,760.082,183.775,819.081,175.521,819.081,175.521,
660.837,586.725,660.777,586.735,624.472,535.142,624.472,535.142,602.061,477.5,602.061,477.5,593.233,416.233,593.305,416.185,599.922,356.667,599.922,356.667,621.893,298.019,621.944,298,658.077,248.397,658.073,248.438,704.426,209.048,704.426,209.048,760.179,183.5,760.179,183.5,819.575,175.859,819.503,175.907,
661.187,586.646,661.161,586.662,625.01,534.749,624.957,534.766,602.531,477.645,602.531,477.645,593.846,417.095,593.868,417.072,600.272,356.627,600.272,356.627,621.785,298.093,621.863,298.113,658.272,247.627,658.272,247.627,704.018,209.264,704.047,209.249,759.709,183.786,759.783,183.784,819.256,175.309,819.256,175.309,
661.488,586.737,661.443,586.701,624.972,534.717,624.847,534.684,602.795,477.733,602.71,477.71,593.447,417.043,593.445,416.95,600.109,356.731,600.085,356.711,622.143,297.965,622.193,297.982,658.43,248.121,658.429,248.161,704.615,208.979,704.615,208.979,760.174,183.569,760.151,183.547,819.867,175.438,819.867,175.438,
661.993,586.382,661.993,586.382,625.465,535.185,625.388,535.136,603.01,477.749,602.957,477.728,594.344,416.627,594.344,416.627,600.091,356.947,600.091,356.947,622.109,298.01,622.109,298.01,658.505,248.658,658.505,248.697,704.323,209.022,704.323,209.022,759.719,183.478,759.719,183.478,819.301,175.634,819.301,175.634,
662.434,587.207,662.439,587.171,625.34,535.573,625.31,535.51,602.899,477.668,602.847,477.646,593.737,416.268,593.762,416.27,600.005,356.894,600.005,356.894,622.454,298.028,622.454,298.028,658.455,248.438,658.474,248.457,704.645,209.338,704.645,209.338,759.83,183.764,759.859,183.722,819.927,175.14,819.898,175.119,
662.393,585.935,662.372,585.911,626.216,534.32,626.216,534.32,602.925,477.778,602.872,477.713,593.915,417.38,593.915,417.38,600.148,356.779,600.148,356.779,622.481,297.739,622.459,297.757,658.089,247.878,658.066,247.896,704.287,209.589,704.287,209.589,760.174,183.569,760.151,183.547,819.441,175.065,819.372,175.113,
662.587,586.713,662.513,586.71,625.635,534.925,625.538,534.954,603.135,478.079,603.03,478.045,593.846,416.288,593.863,416.267,600.426,357.611,600.426,357.611,623.036,297.798,623.036,297.798,658.337,248.257,658.356,248.276,705.374,210.168,705.374,210.168,759.993,183.592,759.969,183.571,819.319,175.887,819.224,175.804,
662.841,586.486,662.841,586.486,625.957,535.237,625.932,535.258,603.216,477.897,603.216,477.897,594.536,417.276,594.536,417.276,600.035,357.284,600.035,357.284,622.406,298.165,622.333,298.192,658.501,248.558,658.501,248.558,704.179,209.5,704.179,209.5,759.763,183.729,759.738,183.747,819.409,175.026,819.409,175.026,
663.183,586.399,663.135,586.42,626.092,535.048,626.068,535.068,603.216,477.897,603.216,477.897,594.455,416.167,594.455,416.126,600.055,357.339,600.055,357.339,622.276,297.606,622.342,297.628,658.687,248.436,658.667,248.457,704.657,209.729,704.657,209.729,759.83,183.725,759.859,183.722,820.049,174.721,819.977,174.772,
663.815,587.062,663.825,586.961,625.81,535.543,625.81,535.543,603.216,477.897,603.216,477.897,595.276,417.391,595.253,417.369,600.691,356.886,600.691,356.886,622.387,298.426,622.387,298.426,658.207,248.531,658.207,248.531,704.426,209.048,704.426,209.048,760.109,183.731,760.085,183.711,820.243,174.903,820.243,174.903,
663.306,586.015,663.342,585.934,627.209,536.585,627.177,536.608,603.608,478.433,603.584,478.452,594.769,417.004,594.777,416.974,600.472,357.962,600.443,357.977,622.781,298.203,622.801,298.22,658.229,248.142,658.205,248.163,704.168,209.394,704.168,209.394,760.055,183.661,760.055,183.661,818.989,175.465,818.989,175.465,
663.38,586.148,663.446,586.249,626.543,535.281,626.578,535.203,603.743,478.541,603.818,478.5,594.823,417.262,594.766,417.245,600.731,357.5,600.675,357.485,622.905,298.122,622.772,298.088,658.107,248.645,658.125,248.667,704.484,209.555,704.484,209.555,760.179,183.5,760.179,183.5,819.975,175.408,819.945,175.428,
